Magnitude,Depth,Day,Time,Longitude,Latitude,Region,Explore,Timestamp
2.9,16,2015-05-03,11:45:25,19.16,-64.59,VIRGIN ISLANDS,5114024,1430678725
4.3,10,2015-05-03,11:35:11,27.7,84.93,NEPAL-INDIA BORDER REGION,5112674,1430678111
4.2,32.5,2015-05-03,05:43:14,35.28,87.5,XIZANG,5112608,1430656994
5.1,10,2015-05-03,04:17:40,8.95,-40.48,CENTRAL MID-ATLANTIC RIDGE,5112598,1430651860
3,5,2015-05-03,01:08:35,32.57,-90.11,MISSISSIPPI,5112592,1430640515
3.2,5,2015-05-03,00:39:23,32.57,-90.08,MISSISSIPPI,5112591,1430638763
4.2,10,2015-05-02,21:44:10,27.69,85.92,NEPAL,5112584,1430628250
4,5.9,2015-05-02,16:23:07,42.21,-85.43,MICHIGAN,5112561,1430608987
4,10,2015-05-02,12:45:58,40.88,32.46,TURKEY,5112551,1430595958
2.1,13.8,2015-05-02,12:02:26,36.77,-83.65,TENNESSEE,5112555,1430593346
4.7,146.3,2015-05-02,09:51:44,6.89,-73.14,NORTHERN COLOMBIA,5112538,1430585504
2.7,18.1,2015-05-02,08:34:26,46.85,-78.78,"SOUTHERN QUEBEC, CANADA",5112580,1430580866
5,13.9,2015-05-02,08:23:44,34.33,25.72,CRETE,5112535,1430580224
4.5,229.4,2015-05-02,08:01:09,36.61,71.16,AFGHANISTAN-TAJIKISTAN BORD REG.,5112534,1430578869
5,10,2015-05-02,05:35:46,28.27,84.62,NEPAL,5112525,1430570146
3.3,20.7,2015-05-02,01:43:13,41.51,-8.44,PORTUGAL,5112668,1430556193
2.9,6.6,2015-05-01,23:41:31,36.23,-89.42,"NEW MADRID, MISSOURI REGION",5112507,1430548891
3.9,10,2015-05-01,22:10:10,27.64,85.57,NEPAL,5112526,1430543410
2.9,66,2015-05-01,19:34:37,19.18,-64.4,VIRGIN ISLANDS,5112559,1430534077
3.3,101,2015-05-01,19:04:05,19.73,-64.73,VIRGIN ISLANDS,5112499,1430532245
2.8,49,2015-05-01,17:44:00,18.99,-65.14,PUERTO RICO REGION,5112494,1430527440
2.5,29,2015-05-01,17:18:31,18.9,-64.98,VIRGIN ISLANDS,5112492,1430525911
4.6,10.2,2015-05-01,17:16:03,5.49,-82.64,SOUTH OF PANAMA,5112491,1430525763
4.1,210.3,2015-05-01,15:09:58,36.42,70.72,"HINDU KUSH REGION, AFGHANISTAN",5112478,1430518198
5.3,26.9,2015-05-01,08:58:41,10.7,91.98,"ANDAMAN ISLANDS, INDIA",5112455,1430495921
4.5,51.5,2015-05-01,07:42:39,-2.98,-80.42,NEAR COAST OF ECUADOR,5112456,1430491359
4.8,10,2015-04-30,19:21:18,26.24,94.81,NORTHEASTERN INDIA,5112397,1430446878
3.8,10,2015-04-30,17:34:37,27.52,85.38,NEPAL,5112398,1430440477
1.7,7.2,2015-04-30,09:59:55,43.26,-71.75,VERMONT-NEW HAMPSHIRE REGION,5112347,1430413195
2.2,9.8,2015-04-30,06:53:04,35.56,-84.47,TENNESSEE,5112367,1430401984
4.7,10,2015-04-30,06:29:56,38.52,-29.16,AZORES ISLANDS,5112338,1430400596
2.1,8.7,2015-04-30,04:10:51,36.49,-89.54,"NEW MADRID, MISSOURI REGION",5112373,1430392251
4.3,10,2015-04-30,00:37:10,27.92,84.62,NEPAL-INDIA BORDER REGION,5112309,1430379430
4.5,10,2015-04-29,22:10:52,28.41,87.27,XIZANG,5112295,1430370652
4.3,10,2015-04-29,17:16:35,27.85,85.67,NEPAL,5112306,1430352995
4.4,10,2015-04-29,11:27:44,27.86,85.42,NEPAL,5112251,1430332064
5,31.4,2015-04-29,11:22:42,11.91,-88.93,OFF COAST OF CENTRAL AMERICA,5112249,1430331762
2.1,5.6,2015-04-29,08:11:22,43.49,-71.57,VERMONT-NEW HAMPSHIRE REGION,5112248,1430320282
4.9,10,2015-04-29,02:37:46,27.47,53.39,SOUTHERN IRAN,5112200,1430300266
4.4,68.6,2015-04-29,01:25:22,13.42,-89.36,EL SALVADOR,5112311,1430295922
4.3,56.7,2015-04-28,20:06:42,9.5,-78.88,PANAMA,5112175,1430276802
3,54,2015-04-28,19:18:14,19.12,-64.59,VIRGIN ISLANDS,5112382,1430273894
3.1,62,2015-04-28,17:23:51,19.11,-64.62,VIRGIN ISLANDS,5112379,1430267031
4,12.3,2015-04-28,16:16:50,44.55,17.6,NORTHWESTERN BALKAN REGION,5112144,1430263010
3.2,39,2015-04-28,14:29:29,18.33,-64.25,VIRGIN ISLANDS,5112132,1430256569
5.3,100,2015-04-28,11:19:52,-2.15,-79.67,NEAR COAST OF ECUADOR,5112120,1430245192
4.6,74.3,2015-04-28,07:33:23,10.27,-84.65,COSTA RICA,5112113,1430231603
4.6,166.2,2015-04-28,05:03:25,37.3,71.94,AFGHANISTAN-TAJIKISTAN BORD REG.,5112109,1430222605
4.3,10,2015-04-27,23:20:28,27.88,85.2,NEPAL,5112090,1430202028
4.3,10,2015-04-27,21:27:41,27.76,85.68,NEPAL,5112069,1430195261
3.9,10,2015-04-27,21:14:57,27.69,85.25,NEPAL,5112078,1430194497
4.3,10,2015-04-27,20:21:55,31.8,83.53,XIZANG,5112075,1430191315
4.8,20,2015-04-27,18:59:56,28,84.75,NEPAL,5112071,1430186396
4.5,10,2015-04-27,15:51:46,27.64,85.06,NEPAL,5112059,1430175106
4.1,10,2015-04-27,14:57:00,27.82,85.92,NEPAL,5112055,1430171820
4.4,84.1,2015-04-27,14:27:37,12.36,-87.04,NEAR COAST OF NICARAGUA,5112053,1430170057
4.5,10,2015-04-27,14:16:29,34.98,26.83,CRETE,5112052,1430169389
2.5,22,2015-04-27,13:18:53,18.06,-65.64,PUERTO RICO REGION,5112060,1430165933
5.1,29.4,2015-04-27,12:35:52,26.83,88.11,INDIA-BANGLADESH BORDER REGION,5112035,1430163352
4.7,34.7,2015-04-27,05:34:33,26.45,53.49,SOUTHERN IRAN,5112020,1430138073
4.2,10,2015-04-27,00:39:16,27.61,84.92,NEPAL-INDIA BORDER REGION,5111999,1430120356
5.4,14.7,2015-04-26,23:35:28,-8.31,-79.83,NEAR COAST OF NORTHERN PERU,5111993,1430116528
4.6,10,2015-04-26,22:32:34,27.46,85.62,NEPAL,5111989,1430112754
4.4,10,2015-04-26,20:39:20,27.97,85.8,NEPAL,5111980,1430105960
4.2,10,2015-04-26,18:54:49,28.06,84.78,NEPAL,5111981,1430099689
2.8,28,2015-04-26,16:49:14,19.08,-67.75,MONA PASSAGE,5111977,1430092154
2.8,33,2015-04-26,16:42:41,19.05,-64.71,VIRGIN ISLANDS,5111976,1430091761
5.3,10,2015-04-26,16:26:05,27.76,85.77,NEPAL,5111963,1430090765
4.4,17.6,2015-04-26,14:57:05,28.12,84.67,NEPAL,5111968,1430085425
4.6,10,2015-04-26,14:44:49,27.53,85.75,NEPAL,5111967,1430084689
4.5,10,2015-04-26,13:11:15,27.76,85.37,NEPAL,5111951,1430079075
4.3,10,2015-04-26,09:37:28,29.19,51.29,SOUTHERN IRAN,5111929,1430066248
4.5,10,2015-04-26,08:46:16,27.84,85.69,NEPAL,5111927,1430063176
4.6,10,2015-04-26,08:40:55,27.59,85.68,NEPAL,5111926,1430062855
4.7,10,2015-04-26,07:36:26,27.72,85.93,NEPAL,5111924,1430058986
5,10,2015-04-26,07:26:04,27.71,85.83,NEPAL,5111923,1430058364
6.7,17.3,2015-04-26,07:09:10,27.78,86,NEPAL,5111920,1430057350
4.4,10,2015-04-26,04:58:39,27.84,84.69,NEPAL-INDIA BORDER REGION,5111916,1430049519
4.4,10,2015-04-26,03:21:35,27.46,85.54,NEPAL,5112496,1430043695
4.6,10,2015-04-26,02:48:39,28.16,84.61,NEPAL,5111910,1430041719
4.5,10,2015-04-25,23:41:52,27.56,85.94,NEPAL,5111884,1430030512
5.6,10,2015-04-25,23:16:15,27.81,84.87,NEPAL-INDIA BORDER REGION,5111881,1430028975
4.3,10,2015-04-25,23:12:52,27.56,86.01,NEPAL,5111912,1430028772
2.1,5,2015-04-25,23:09:56,45.33,-66.58,"NEW BRUNSWICK, CANADA",5112429,1430028596
1.5,5,2015-04-25,22:06:47,45.34,-66.59,"NEW BRUNSWICK, CANADA",5111906,1430024807
4.7,10,2015-04-25,21:07:17,27.73,85.73,NEPAL,5111876,1430021237
4.7,12,2015-04-25,20:37:46,8.22,-83.38,COSTA RICA,5111872,1430019466
4.4,10,2015-04-25,20:32:48,27.56,85.76,NEPAL,5111878,1430019168
4.2,10,2015-04-25,18:58:34,27.68,85.37,NEPAL,5111877,1430013514
5.4,10,2015-04-25,17:42:50,28.26,85.77,NEPAL,5111867,1430008970
4.9,10,2015-04-25,16:27:21,27.91,85.62,NEPAL,5111861,1430004441
4.6,10,2015-04-25,14:10:02,27.58,85.66,NEPAL,5111853,1429996202
4.6,10,2015-04-25,13:36:14,27.75,85.89,NEPAL,5111851,1429994174
4.6,10,2015-04-25,13:30:28,28.11,85.07,NEPAL,5111850,1429993828
5.2,10,2015-04-25,12:44:04,28.15,84.66,NEPAL,5111846,1429991044
4.5,10,2015-04-25,12:17:55,28,85.56,NEPAL,5111848,1429989475
4.2,10,2015-04-25,12:01:13,28.04,85.49,NEPAL,5111844,1429988473
4.4,10,2015-04-25,10:53:43,27.77,85.87,NEPAL,5111842,1429984423
4.8,10,2015-04-25,10:40:35,27.57,85.84,NEPAL,5111839,1429983635
4.2,10,2015-04-25,10:23:19,27.87,85.76,NEPAL,5111838,1429982599
5,10,2015-04-25,09:30:29,27.99,85.44,NEPAL,5111834,1429979429
5.7,10,2015-04-25,09:17:02,28.43,87.34,XIZANG,5111831,1429978622
4.9,10,2015-04-25,09:03:15,27.87,85.31,NEPAL,5111830,1429977795
5.3,10,2015-04-25,08:55:55,27.64,85.5,NEPAL,5111829,1429977355
4.4,10,2015-04-25,08:49:09,27.76,84.89,NEPAL-INDIA BORDER REGION,5111915,1429976949
5,10,2015-04-25,08:29:24,27.99,84.71,NEPAL-INDIA BORDER REGION,5111828,1429975764
4.7,10,2015-04-25,08:20:11,27.95,85.72,NEPAL,5111827,1429975211
4.9,10,2015-04-25,08:16:59,27.67,85.69,NEPAL,5111825,1429975019
4.6,10,2015-04-25,08:05:37,27.73,85.73,NEPAL,5111824,1429974337
5,10,2015-04-25,07:47:01,27.85,85.56,NEPAL,5111819,1429973221
4.5,10,2015-04-25,07:39:33,27.67,85.75,NEPAL,5111823,1429972773
